Track Name,Artist,Danceability,Energy,Loudness,Acousticness,Instrumentalness,Liveness,Speechiness,Tempo,Key,Mode,Liked
ROOF!,SPLURGE,0.87,0.48,-8.703,0.0353,0.0,0.502,0.466,130.144,7,1,0
Playa (with Gunna),NAV,0.804,0.552,-5.426,0.119,0.0,0.093,0.116,134.111,1,0,1
Pull Up (feat. NAV),A Boogie Wit da Hoodie,0.828,0.37,-7.446,0.487,0.0,0.119,0.264,149.95,7,0,0
Judge Scott Convicted,Young Nudy,0.832,0.583,-7.201,0.157,0.0,0.237,0.305,81.484,7,0,0
Revenge,Young Nudy,0.895,0.423,-8.449,0.0161,3.07e-06,0.142,0.369,145.985,1,1,0
Digits,Young Thug,0.769,0.632,-4.228,0.0325,0.0,0.116,0.0537,131.932,10,0,1
Knotts,UnoTheActivist,0.784,0.195,-11.382,0.058,0.0,0.112,0.325,75.748,1,1,0
Butterfly,BTS,0.448,0.776,-4.498,0.0149,0.0,0.12,0.0571,149.806,6,1,1
Attention,NewJeans,0.811,0.648,-3.684,0.236,0.0,0.0761,0.0368,104.988,10,0,1
WAKE UP,Travis Scott,0.741,0.645,-5.116,0.192,0.0,0.163,0.0963,149.07,11,0,1
TOKYO!,SPLURGE,0.597,0.494,-7.337,0.000207,0.0106,0.379,0.12,129.68,7,1,0
Hold That Heat (feat. Travis Scott),Southside,0.744,0.608,-6.386,0.0295,0.0,0.397,0.0442,130.045,2,1,1
Pussy & Millions (feat. Travis Scott),Drake,0.749,0.63,-6.652,0.0623,0.0,0.353,0.116,122.03,4,0,0
High End (feat. Future & Young Thug),Chris Brown,0.725,0.503,-5.646,0.0144,1.52e-06,0.124,0.209,153.047,10,1,1
Ready to Run,One Direction,0.524,0.831,-4.174,0.00229,0.0,0.171,0.036,115.067,2,1,0
No Flaggin,UnoTheActivist,0.715,0.744,-4.397,0.101,0.0,0.156,0.056,157.973,7,0,0
Sold Out Dates (feat. Lil Baby),Gunna,0.817,0.556,-7.178,0.469,0.0,0.131,0.14,126.991,4,0,1
The Race - Remix,Tay-K,0.75,0.548,-6.288,0.00619,0.0,0.156,0.358,160.084,9,1,0
Pop Style,Drake,0.713,0.462,-10.027,0.192,2.16e-06,0.105,0.123,133.053,7,1,1
Get to Know You,UnoTheActivist,0.614,0.609,-8.972,0.585,0.0,0.149,0.184,162.793,1,0,0
The Bigger Picture,Lil Baby,0.59,0.618,-5.756,0.0127,0.0,0.244,0.334,96.459,1,1,1
Go With The Flow,UnoTheActivist,0.6,0.604,-6.008,0.269,0.0,0.105,0.052,155.902,8,0,0
ICONIC,aespa,0.816,0.842,-1.164,0.509,7.94e-06,0.0534,0.115,152.991,8,0,0
WAP (feat. Megan Thee Stallion),Cardi B,0.935,0.454,-7.509,0.0194,0.0,0.0824,0.375,133.073,1,1,0
屍を越えてゆけ,AAAMYYY,0.538,0.817,-4.889,0.132,0.385,0.0536,0.054,87.026,6,1,1
A Lot,UnoTheActivist,0.645,0.549,-10.344,0.0814,0.0,0.328,0.178,150.274,7,0,0
SUN CAME OUT,Gunna,0.827,0.567,-10.232,0.117,0.0,0.23,0.155,129.98,5,0,1
Liquor Store Blues (feat. Damian Marley),Bruno Mars,0.691,0.828,-3.909,0.113,0.0,0.358,0.0749,75.519,1,0,0
Don't Leave Me,BTS,0.621,0.761,-5.061,0.101,0.0,0.329,0.0679,146.975,8,0,0
Crazy Over You,BLACKPINK,0.804,0.633,-6.186,0.0371,0.000119,0.102,0.0612,115.002,4,1,1
Pew Pew Pew,UnoTheActivist,0.835,0.408,-13.682,0.0566,0.0,0.126,0.319,136.036,2,1,0
DONT WANT IT,Lil Nas X,0.549,0.7,-6.07,0.12,0.0,0.133,0.0392,82.604,4,0,0
DIGITAL,Thouxanbanfauni,0.73,0.602,-8.187,0.172,0.0,0.346,0.0477,128.017,0,1,0
残響散歌,Aimer,0.367,0.896,-4.002,0.000627,0.0,0.207,0.091,170.863,11,1,1
Sorrows,Thybxlle,0.649,0.317,-13.696,0.0753,0.0,0.121,0.0826,75.542,1,1,1
way back,Travis Scott,0.396,0.554,-5.048,0.222,0.0,0.612,0.0488,117.384,0,1,1
End of the Day,One Direction,0.502,0.594,-5.031,0.0256,0.0,0.0834,0.0365,153.687,11,1,0
Next Level,aespa,0.82,0.852,-2.567,0.488,5.94e-06,0.0907,0.166,109.036,11,0,0
Skit,BTS,0.703,0.321,-13.135,0.864,0.0,0.908,0.884,114.822,4,1,0
Water (Drowning Pt. 2) [feat. Kodak Black],A Boogie Wit da Hoodie,0.855,0.603,-5.488,0.0392,0.0,0.105,0.284,129.976,0,1,0
Diamonds Dancing,Drake,0.51,0.358,-10.847,0.125,3.74e-05,0.111,0.0467,136.036,1,1,1
Bankroll (How To Love Pt. 2),MadeinTYO,0.525,0.735,-5.504,0.0756,0.0,0.203,0.0375,157.897,3,0,0
Over,Playboi Carti,0.622,0.946,-3.593,0.044,0.0,0.0838,0.0534,130.07,7,0,0
War (feat. Gunna),Yung Mal,0.804,0.792,-5.808,0.542,0.0,0.575,0.247,126.039,8,1,1
Stars in the rain,Aimer,0.358,0.715,-3.167,0.00217,0.0,0.154,0.0315,156.088,6,1,1
All da Smoke,Future,0.893,0.583,-6.862,0.0265,1.33e-05,0.149,0.341,147.0,0,1,1
BIBI Vengeance,BIBI,0.442,0.748,-4.718,0.0272,0.000128,0.0642,0.0895,99.981,11,0,1
Colors of the Heart,UVERworld,0.395,0.911,-5.049,0.000428,0.0,0.255,0.0975,169.885,11,0,1
All I'm Sayin',UnoTheActivist,0.628,0.488,-11.608,0.00091,0.0,0.346,0.213,78.881,10,0,0
Know Yourself,Drake,0.72,0.412,-8.687,0.196,0.0,0.342,0.223,114.408,11,0,1
You Never Know,BLACKPINK,0.477,0.435,-6.497,0.237,0.0,0.12,0.0523,144.144,5,1,0
A Nudy Story,Young Nudy,0.773,0.667,-6.477,0.303,0.0,0.07,0.239,155.925,7,0,0
Cap Dem,Young Nudy,0.676,0.63,-7.009,0.334,0.00128,0.112,0.313,172.013,8,1,0
Hate that…,KEY,0.456,0.744,-4.504,0.243,2.29e-06,0.0803,0.165,77.187,8,0,1
Mojo Jojo,UnoTheActivist,0.845,0.501,-8.436,0.015,2.29e-06,0.105,0.105,134.945,1,1,0
She Know It,Lil Gotit,0.898,0.449,-7.645,0.00537,0.0,0.125,0.383,119.971,2,1,0
Ice Age,UnoTheActivist,0.891,0.471,-8.155,0.323,1.95e-06,0.0992,0.337,132.045,1,1,0
Demons,Imagine Dragons,0.505,0.71,-3.015,0.19,0.00025,0.329,0.0321,89.938,3,1,0
Act Like That,A Boogie Wit da Hoodie,0.771,0.6,-5.543,0.408,9.87e-06,0.126,0.046,133.971,0,0,0
Bad Bitch From Tokyo (Intro),Pop Smoke,0.645,0.64,-6.871,0.395,1.04e-05,0.286,0.179,140.248,10,0,0
Generation,tripleS,0.644,0.938,-2.206,0.0459,0.0,0.777,0.0496,119.977,4,0,1
M3tamorphosis (feat. Kid Cudi),Playboi Carti,0.657,0.604,-6.045,0.0213,0.0,0.156,0.0374,73.933,0,1,0
AM I DREAMING (feat. Miley Cyrus),Lil Nas X,0.629,0.445,-6.999,0.77,2.92e-06,0.351,0.0258,94.103,3,1,0
紅炎,Yasuharu Takanashi,0.436,0.704,-9.969,0.000167,0.572,0.0657,0.0336,94.993,4,0,1
Colombian Necktie,Young Nudy,0.719,0.514,-8.602,0.135,0.0,0.124,0.332,164.02,7,0,0
Let’s Stay Together,Maroon 5,0.687,0.273,-9.259,0.919,0.0,0.0978,0.0302,110.45,5,1,0
MotorSport,Migos,0.904,0.518,-5.32,0.0305,0.0,0.325,0.183,137.996,2,1,0
SPARK-AGAIN,Aimer,0.444,0.961,-3.835,0.000715,0.00577,0.31,0.112,90.036,6,0,1
Spin Bout U,Drake,0.773,0.701,-6.386,0.01,0.0,0.163,0.0512,129.963,7,1,0
The Rustlers,Young Nudy,0.815,0.573,-9.091,0.101,0.0759,0.129,0.345,154.979,1,1,0
ISLAND,YOUHA,0.575,0.815,-4.977,0.207,0.0,0.142,0.0331,97.012,5,1,1
Dior - Bonus,Pop Smoke,0.676,0.746,-7.837,0.0893,0.00157,0.412,0.344,142.035,7,1,0
CLOSE (feat. Travis Scott) - From SR3MM,Rae Sremmurd,0.691,0.736,-4.993,0.104,0.0,0.111,0.0321,140.034,0,1,1
10 Bands,Drake,0.825,0.756,-3.687,0.265,2.15e-06,0.0762,0.383,172.938,11,0,1
Need A Dr,DJ RYOW,0.78,0.7,-6.176,0.000765,0.0,0.145,0.109,152.953,1,1,1
Robbin And Gettin,Young Nudy,0.856,0.492,-5.679,0.0238,0.0,0.106,0.44,137.88,0,0,0
Government Official,Future,0.801,0.774,-5.125,0.0365,3.03e-06,0.114,0.157,144.988,1,1,1
History,One Direction,0.655,0.699,-4.421,0.0352,0.0,0.064,0.0493,86.704,11,1,0
time,SawanoHiroyuki[nZk],0.678,0.739,-5.939,0.0455,7.14e-06,0.562,0.0446,94.987,6,0,1
Right Now,Young Nudy,0.856,0.512,-6.003,0.0118,0.0186,0.106,0.341,145.964,1,1,0
Cursor,PURPLE KISS,0.671,0.551,-4.305,0.0525,0.0,0.15,0.0372,143.963,8,1,1
Never Catch Me,Travis Scott,0.527,0.521,-8.341,0.0114,0.0232,0.167,0.033,99.438,10,0,0
Fashion Killa,A$AP Rocky,0.801,0.819,-5.189,0.292,0.0,0.515,0.158,139.969,11,1,1
Born This Way,BAD HOP,0.773,0.618,-6.559,0.0817,0.0,0.202,0.116,146.006,1,1,1
If I Could Fly,One Direction,0.565,0.245,-9.132,0.781,0.0,0.0998,0.0262,75.055,5,1,0
Ladykiller,Maroon 5,0.818,0.607,-6.927,0.00974,0.000194,0.154,0.0425,115.054,0,1,0
STEVE NASH!,SPLURGE,0.917,0.386,-10.134,0.00082,2.76e-06,0.587,0.816,127.049,1,1,0
At The Traphouse,Young Nudy,0.847,0.571,-9.674,0.192,0.0,0.317,0.419,132.974,10,0,0
Tide Pen (feat. Jack Harlow),Smokepurpp,0.575,0.661,-2.968,0.1,3.52e-06,0.279,0.135,173.223,4,0,0
"Black Hippie, White Hipster",Young Nudy,0.839,0.46,-8.68,0.103,0.0,0.475,0.279,130.012,11,0,0
AXIS,STEREO DIVE FOUNDATION,0.571,0.917,-2.963,0.000886,0.0,0.0623,0.125,128.053,8,1,1
wonderful,Travis Scott,0.769,0.569,-5.591,0.0737,0.0,0.0571,0.0786,146.062,1,0,1
Kick It,BLACKPINK,0.765,0.787,-3.647,0.0156,0.0,0.0736,0.0445,124.949,1,0,0
Peace Hardly,YoungBoy Never Broke Again,0.767,0.702,-5.919,0.577,0.0,0.348,0.0631,143.16,1,1,0
Your eyes tell,BTS,0.445,0.483,-6.415,0.292,0.0,0.0637,0.0294,139.601,9,0,0
Can’t Take A Joke,Drake,0.761,0.598,-7.249,0.126,0.0,0.0839,0.182,173.897,10,0,1
GIRLS,CHANMINA,0.812,0.658,-5.4,0.323,0.0,0.0595,0.0451,170.058,8,1,1
"Guwop (feat. Quavo, Offset and Young Scooter)",Young Thug,0.883,0.616,-7.218,0.014,1.48e-06,0.0967,0.274,141.969,0,0,1
too easy (Remix) [feat. Future & Roddy Ricch],Gunna,0.784,0.601,-6.472,0.0155,0.0,0.122,0.118,156.0,5,0,1
Fortune Teller,Maroon 5,0.668,0.757,-6.115,0.0501,0.0,0.151,0.0411,119.961,4,0,0
time,SawanoHiroyuki[nZk],0.678,0.739,-5.939,0.0455,7.14e-06,0.562,0.0446,94.987,6,0,1
Stripes Like Burberry,Future,0.758,0.574,-7.833,0.216,0.0,0.144,0.217,144.081,9,0,0
It's Up!,UnoTheActivist,0.864,0.414,-12.778,0.0109,0.0,0.0821,0.478,161.742,7,0,0
2Face (feat. G Herbo),Young Nudy,0.576,0.47,-8.721,0.0801,0.0016,0.189,0.488,155.846,1,1,0
Yeah Yeah Yeah,BLACKPINK,0.718,0.582,-6.618,0.00486,1.5e-06,0.0628,0.0348,124.039,1,0,1
This Is America,UnoTheActivist,0.624,0.531,-12.18,0.313,0.000466,0.0605,0.424,154.965,1,0,0
SWIPE,ITZY,0.781,0.757,-4.268,0.00151,0.0,0.19,0.0547,96.009,1,1,1
Moon Rock,Huncho Jack,0.72,0.717,-4.043,0.0092,0.0,0.147,0.046,142.926,8,1,1
Superstar (feat. Gunna),Lil Gotit,0.931,0.541,-8.005,0.0116,0.0,0.106,0.359,133.955,1,0,1
F9mily (You & Me),Lil Nas X,0.556,0.534,-7.75,0.019,0.00063,0.0859,0.0332,170.054,0,1,0
Hop Off A Jet (feat. Travis Scott),Young Thug,0.823,0.476,-8.951,0.0115,0.0,0.213,0.242,144.998,7,1,1
DO WHAT WE LIKE,TWICE,0.78,0.896,-2.482,0.0101,0.0,0.091,0.0614,124.926,11,0,1
Life's Too Short,aespa,0.488,0.797,-3.217,0.376,0.0,0.149,0.0986,83.311,0,1,0
Treacherous Twins,Drake,0.746,0.517,-7.582,0.0782,0.0,0.137,0.327,88.987,10,0,0
Whale,KIMSEJEONG,0.676,0.747,-3.178,0.0243,0.0,0.18,0.0296,116.021,7,1,1
Anyone,SEVENTEEN,0.682,0.612,-7.961,0.0617,0.0,0.124,0.0814,109.99,1,0,1
No Time (feat. Gunna),Playboi Carti,0.943,0.763,-5.568,0.0175,1.8e-05,0.114,0.158,139.969,5,0,0
Know How I Rock (feat. Peewee Longway),Young Nudy,0.873,0.559,-7.383,0.095,7.88e-06,0.115,0.0698,136.965,1,1,0
HBS,Lil Keed,0.918,0.394,-10.786,0.216,0.0,0.085,0.32,120.016,0,0,1
Baby Pluto,Lil Uzi Vert,0.772,0.634,-6.101,0.135,0.0,0.432,0.212,160.052,10,0,1
Food for Thought,A Boogie Wit da Hoodie,0.437,0.694,-6.942,0.0989,0.0,0.23,0.177,90.562,5,0,0
Attack on D,Hiroyuki Sawano,0.241,0.262,-12.617,0.205,0.838,0.114,0.0354,116.671,0,0,1
Avenger,Titan Slayer,0.547,0.551,-11.469,0.000882,0.843,0.0895,0.0841,119.985,2,0,1
Look Back at It,A Boogie Wit da Hoodie,0.791,0.587,-5.075,0.407,0.0,0.148,0.0413,96.057,3,0,0
Just Wanna Rock,Lil Uzi Vert,0.486,0.545,-7.924,0.0652,0.00474,0.0642,0.0336,150.187,11,1,0
Dream Team,UnoTheActivist,0.786,0.443,-11.327,0.438,0.0,0.0917,0.221,138.223,4,0,0
24 Hours (feat. Lil Durk),A Boogie Wit da Hoodie,0.586,0.474,-9.21,0.334,0.0,0.118,0.18,91.105,2,0,0
Lies About You (feat. Lil Durk),Gunna,0.755,0.631,-7.9,0.0816,1.36e-05,0.111,0.152,153.094,8,1,1
Unemotional,Young Nudy,0.904,0.429,-9.321,0.0127,0.0,0.0667,0.361,139.851,1,0,0
Spent 10,UnoTheActivist,0.856,0.531,-8.308,0.139,0.0,0.102,0.459,159.986,10,1,0
For Me,UnoTheActivist,0.606,0.59,-11.144,0.754,0.0,0.122,0.0568,76.757,7,0,0
Might Not Give Up (feat. Young Thug),A Boogie Wit da Hoodie,0.687,0.592,-6.378,0.203,0.0,0.279,0.225,178.83,2,1,0
At The Hotel (feat. Lil Uzi Vert & Young Jordan),Gunna,0.902,0.627,-7.028,0.036,0.0,0.0795,0.246,141.999,1,1,1
Block Lovin,Young Nudy,0.807,0.504,-11.032,0.0233,0.0,0.0981,0.489,158.002,11,0,0
Flying on Faith,CHUNG HA,0.692,0.818,-2.368,0.222,9.78e-05,0.0999,0.0344,150.04,1,0,1
Blood Sweat & Tears,UnoTheActivist,0.67,0.446,-8.834,0.25,0.000635,0.111,0.235,74.947,10,1,0
Strawberry Moon,TWICE,0.687,0.865,-3.185,0.191,0.0,0.0845,0.0419,107.013,1,0,1
Victory Song,Stray Kids,0.736,0.812,-3.997,0.00654,0.0,0.159,0.107,103.034,7,1,1
Top (feat. Pi'erre Bourne),Playboi Carti,0.956,0.517,-5.522,0.00906,0.0,0.113,0.0648,130.004,1,1,0
DOLLA SIGN SLIME (feat. Megan Thee Stallion),Lil Nas X,0.923,0.533,-6.016,0.0504,0.0,0.102,0.262,133.991,11,0,0
Big Slimes (feat. Gunna & Lil Duke),Chris Brown,0.785,0.687,-9.241,0.0771,0.0,0.119,0.168,141.003,7,0,1
Transgression,UnoTheActivist,0.636,0.666,-10.299,0.391,0.0,0.279,0.254,78.988,8,0,0
Inches,UnoTheActivist,0.737,0.693,-8.535,0.128,0.000176,0.126,0.076,162.454,11,1,0
Overfly,Luna Haruna,0.583,0.858,-3.494,0.0799,0.000405,0.0923,0.0449,133.942,8,1,0
Trap S**t (feat. Future),Young Nudy,0.746,0.6,-6.966,0.182,0.0,0.16,0.103,130.091,1,1,0
MY BAG,(G)I-DLE,0.838,0.823,-3.929,0.0864,7.12e-05,0.156,0.164,94.024,8,0,1
After LIKE,IVE,0.68,0.922,-1.215,0.103,0.0,0.0877,0.121,125.014,0,1,0
Yah Mean,Playboi Carti,0.777,0.73,-6.324,0.065,0.0,0.113,0.328,162.956,5,0,0
Take A Trip,UnoTheActivist,0.512,0.659,-6.304,0.000163,1.8e-06,0.349,0.0389,155.021,8,1,0
"Money Man (feat. A$AP Rocky, A$AP Nast & Yung Lord)",A$AP Mob,0.845,0.735,-6.077,0.135,0.0,0.147,0.302,129.993,0,1,0
DO BETTER,Gunna,0.833,0.456,-11.54,0.134,0.0,0.22,0.0582,120.06,1,0,1
Callin (feat. Snoop Dogg),YoungBoy Never Broke Again,0.848,0.617,-5.484,0.00283,0.0,0.0751,0.294,160.917,10,0,0
Secrets,A Boogie Wit da Hoodie,0.539,0.648,-6.008,0.118,0.0,0.362,0.0619,91.066,4,1,0
Who Me?,UnoTheActivist,0.731,0.527,-13.583,0.51,0.0379,0.284,0.0949,142.048,10,0,0
Free Time,YoungBoy Never Broke Again,0.737,0.709,-4.444,0.403,0.0,0.135,0.0533,136.989,7,0,0
C7osure (You Like),Lil Nas X,0.847,0.742,-5.515,0.397,0.0,0.135,0.247,133.989,8,0,0
Influencer,Young Nudy,0.813,0.61,-6.305,0.138,0.0,0.328,0.241,128.069,5,1,0
One More Night,Maroon 5,0.718,0.82,-3.453,0.0444,0.0,0.0846,0.0323,92.998,5,0,0
払拭,Asami Tachibana,0.516,0.762,-7.799,0.0369,0.852,0.136,0.0376,93.024,0,0,1
Astronauts,Future,0.732,0.586,-7.868,0.0402,2.66e-06,0.121,0.232,76.48,1,1,1
Fact (feat. Lil Uzi Vert),Ghostluvme,0.779,0.684,-4.963,0.181,0.0,0.0691,0.108,124.034,8,1,1
Where Were U,UnoTheActivist,0.66,0.576,-7.319,0.452,0.0,0.0752,0.0525,145.528,7,0,0
LOST,(G)I-DLE,0.743,0.791,-3.391,0.309,2.55e-06,0.119,0.0359,123.004,8,0,1
GO!,SPLURGE,0.759,0.626,-5.994,0.149,0.0,0.116,0.33,64.963,5,1,0
Goyard Bag,Fabolous,0.642,0.694,-4.753,0.016,0.0,0.112,0.296,164.063,11,1,1
Broke Boys,Drake,0.642,0.533,-7.45,0.0104,0.000108,0.251,0.266,120.041,2,1,0
Voices in My Head,A Boogie Wit da Hoodie,0.754,0.663,-6.311,0.0555,0.0,0.101,0.427,90.195,6,0,0
I Was Never There,The Weeknd,0.323,0.737,-4.008,0.142,0.000162,0.163,0.0338,113.26,10,1,1
血、汗、涙 - Japanese ver.,BTS,0.61,0.892,-3.52,0.0704,0.0,0.315,0.108,93.039,0,0,1
Story of My Life,One Direction,0.6,0.663,-5.802,0.225,0.0,0.119,0.0477,121.07,3,1,0
Cruise Ship,Young Thug,0.793,0.742,-6.185,0.0107,0.0,0.119,0.21,150.076,0,1,1
We Should (feat. Young Thug),Lil Baby,0.562,0.604,-7.498,0.326,0.0,0.416,0.197,83.355,9,0,1
"Young N***a Living (feat. A$AP Ferg, A$AP Ant & A$AP Twelvyy)",A$AP Mob,0.761,0.696,-5.811,0.114,0.0,0.559,0.241,114.957,11,0,0
Derek Fisher (feat. Lil Baby),Gunna,0.759,0.562,-6.228,0.293,0.0,0.0979,0.149,145.139,9,0,1
love4eva (feat. Grimes),LOONA/yyxy,0.738,0.954,-2.146,0.0692,0.0,0.222,0.0356,102.015,1,1,1
I'll Make You Cry,aespa,0.606,0.896,-3.098,0.0861,0.0,0.235,0.11,164.939,1,1,0
Ask Bout Me,Real Recognize Rio,0.743,0.641,-8.311,0.04,0.0,0.261,0.404,167.129,10,0,0
Celebrity,IU,0.73,0.784,-2.62,0.191,0.0,0.0956,0.0691,99.995,9,1,1
Miss Me,UnoTheActivist,0.725,0.417,-11.305,0.168,0.000659,0.117,0.138,108.023,6,0,0
WALLFLOWER,TWICE,0.797,0.838,-3.111,0.294,1.02e-06,0.112,0.0617,111.999,10,0,1
Feline (with Polo G & Trippie Redd),Juice WRLD,0.575,0.619,-6.663,0.0208,0.0,0.103,0.322,110.109,0,1,1
Stop Breathing,Playboi Carti,0.856,0.57,-4.486,0.00637,0.0,0.0984,0.286,154.967,9,1,0
I Got (feat. Juicy J),Young Nudy,0.791,0.458,-9.801,0.0457,0.0,0.188,0.431,143.012,1,1,0
ISSA HIT,Lil Uzi Vert,0.655,0.642,-5.852,7.78e-05,0.0,0.251,0.2,140.093,1,0,0
Voice,LOONA,0.71,0.921,-1.905,0.053,0.00429,0.0576,0.0547,158.069,6,0,1
Alive At Night,UnoTheActivist,0.686,0.46,-11.682,0.159,0.0,0.121,0.244,166.628,7,1,0
Percocet Feelings,UnoTheActivist,0.979,0.566,-9.582,0.0169,0.0,0.0693,0.294,125.981,5,0,0
w.i.y.h,UnoTheActivist,0.52,0.659,-7.73,0.00661,0.0,0.366,0.0376,148.257,6,0,0
TURN IT UP,TWICE,0.828,0.812,-3.572,0.0628,0.0,0.14,0.0521,119.991,1,0,1
シルエット,KANA-BOON,0.436,0.934,-2.685,1.05e-05,0.136,0.321,0.0507,91.488,2,1,1
Yep Yep,Young Nudy,0.68,0.62,-6.189,0.4,0.0,0.345,0.319,157.035,7,0,0
Sunflower Seeds,Young Nudy,0.927,0.486,-7.236,0.318,1.72e-05,0.0973,0.309,136.966,10,1,0
Boy With Luv - Japanese ver.,BTS,0.673,0.855,-4.65,0.0661,0.0,0.209,0.089,119.917,11,0,1
Cupid - Instrumental,FIFTY FIFTY,0.784,0.52,-10.438,0.11,0.833,0.233,0.0316,120.0,2,1,0
Don't Trust Y'all,Young Nudy,0.887,0.79,-4.884,0.154,0.0,0.123,0.295,134.048,1,1,0
Dance The Night Away,TWICE,0.711,0.861,-2.905,0.106,4.4e-05,0.113,0.0924,118.004,0,1,1
Outside Today,YoungBoy Never Broke Again,0.851,0.666,-5.334,0.139,0.0,0.105,0.0694,134.068,11,0,0
When We Were Kids,TWICE,0.681,0.659,-5.143,0.34,0.0,0.109,0.0813,136.968,5,1,1
Do Not Disturb,Drake,0.618,0.693,-5.943,0.246,0.0,0.112,0.45,170.982,7,0,1
La Vie en Rose,IZ*ONE,0.698,0.908,-1.211,0.0899,0.0,0.115,0.0548,115.975,9,0,1
"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",A$AP Mob,0.848,0.663,-5.606,0.523,0.0,0.108,0.245,133.993,8,0,1
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,0.853,0.693,-6.87,0.0239,0.0,0.11,0.275,95.967,1,1,1
Mad Max,Lil Durk,0.898,0.64,-8.796,0.0212,0.0,0.0919,0.255,149.988,5,0,1
BUTTERFLY EFFECT,Travis Scott,0.763,0.628,-5.85,0.0531,0.0,0.114,0.05,140.958,11,1,1
Next New Wφrld - 『仮面ライダージオウ』挿入歌,RIDER CHIPS,0.532,0.948,-3.395,0.000847,0.0105,0.0742,0.115,100.017,11,0,1
Sauce It Up,Lil Uzi Vert,0.813,0.528,-6.305,0.0715,0.0,0.125,0.313,79.532,6,0,1
Never Gonna Come Down,Mark Tuan,0.777,0.689,-5.291,0.656,0.0,0.062,0.0785,150.036,11,1,1
Team Rocket,Lil Uzi Vert,0.691,0.54,-8.818,0.0907,0.0,0.175,0.0532,132.02,4,0,1
"MT (Feat. ron, JAMIE)",Way Ched,0.667,0.723,-6.315,0.454,3.33e-05,0.3,0.0862,156.997,0,0,1
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,0.477,0.727,-4.053,0.000866,0.0,0.108,0.286,150.062,2,1,1
Die of Old Age,UnoTheActivist,0.731,0.578,-9.772,0.103,0.0,0.251,0.0638,125.007,7,1,0
Creature (feat. Swae Lee),Pop Smoke,0.794,0.717,-5.73,0.0511,0.0,0.195,0.251,141.881,7,1,0
Shapeshifter,Celldweller,0.622,0.956,-3.658,0.00268,0.0,0.394,0.133,115.963,6,1,1
Tomorrow 'Til Infinity (feat. Gunna),Young Thug,0.855,0.516,-6.972,0.0261,2.74e-05,0.302,0.0524,135.97,0,1,1
Million Dollar Play,Future,0.839,0.502,-5.886,0.11,0.0,0.115,0.398,150.07,0,0,1
LOVE DIVE -Japanese version-,IVE,0.694,0.713,-4.208,0.00172,6.99e-05,0.319,0.0445,118.026,1,0,0
Filter,BTS,0.779,0.762,-5.188,0.0224,0.0,0.121,0.0631,110.043,10,0,1
Can't Clone Me (Bonus Track),Young Nudy,0.788,0.569,-9.3,0.224,2.99e-05,0.26,0.197,122.957,0,1,0
3500 (feat. Future & 2 Chainz),Travis Scott,0.773,0.595,-6.062,0.114,2.47e-06,0.13,0.161,123.968,8,0,1
the ends,Travis Scott,0.585,0.737,-4.121,0.0661,0.0,0.0904,0.191,171.853,4,0,1
Moving a Mountain,UnoTheActivist,0.612,0.682,-10.192,0.0484,3.62e-05,0.107,0.0647,149.978,6,0,0
Sweep,Young Nudy,0.678,0.586,-8.291,0.254,0.0,0.113,0.265,140.089,9,1,0
LOVE DIVE,IVE,0.703,0.709,-4.169,0.00379,5.43e-05,0.333,0.0433,117.941,1,0,0
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,0.703,0.757,-3.612,0.617,0.0,0.106,0.05,82.008,1,1,1
Money Longer,Lil Uzi Vert,0.795,0.568,-7.817,0.0541,0.0,0.108,0.142,136.173,5,0,1
Taco Bell,UnoTheActivist,0.734,0.569,-10.056,0.0572,1.12e-05,0.328,0.299,137.996,1,1,0
Problem,Ariana Grande,0.66,0.805,-5.352,0.0192,8.83e-06,0.159,0.153,103.008,1,0,0
Tic Tac,Future,0.942,0.566,-4.834,0.0773,0.0,0.11,0.226,132.858,11,1,0
ELEVEN -Japanese version-,IVE,0.822,0.748,-3.144,0.0686,4.13e-06,0.055,0.0852,119.886,9,1,0
My Type,UnoTheActivist,0.977,0.265,-13.898,0.314,0.0,0.0968,0.283,116.993,7,1,0
SWAG & PRIDE,THE RAMPAGE from EXILE TRIBE,0.333,0.937,-2.504,0.0611,0.0,0.208,0.171,100.541,1,0,1
Self Made 2,KOWICHI,0.728,0.633,-5.088,0.0858,0.0,0.0959,0.0874,179.995,5,0,1
Can't get you out of my mind,Dreamcatcher,0.701,0.871,-3.318,0.0184,0.0225,0.121,0.0353,125.999,11,1,1
Time (feat. Meek Mill),Lil Baby,0.781,0.487,-8.823,0.0335,0.0,0.163,0.589,95.879,8,1,1
99.9,MOB CHOIR,0.489,0.94,-2.632,0.00415,0.000201,0.15,0.209,167.99,10,0,1
Description Of The Cursed Spirit,Hiroaki Tsutsumi,0.641,0.474,-12.11,0.324,0.929,0.133,0.0673,119.985,7,0,0
Paper,UnoTheActivist,0.775,0.607,-6.011,0.0692,0.00178,0.107,0.0519,157.968,7,1,0
Dubai Shit,Huncho Jack,0.774,0.529,-4.479,0.0674,0.0,0.0814,0.0532,138.072,5,0,1
